State,Year,LawName,Switching,Assaults_-16,Assaults_-15,Assaults_-14,Assaults_-13,Assaults_-12,Assaults_-11,Assaults_-10,Assaults_-9,Assaults_-8,Assaults_-7,Assaults_-6,Assaults_-5,Assaults_-4,Assaults_-3,Assaults_-2,Assaults_-1,Current_Assaults,Assaults_1,Homicides_-16,Homicides_-15,Homicides_-14,Homicides_-13,Homicides_-12,Homicides_-11,Homicides_-10,Homicides_-9,Homicides_-8,Homicides_-7,Homicides_-6,Homicides_-5,Homicides_-4,Homicides_-3,Homicides_-2,Homicides_-1,Current_Homicides,Homicides_1,Suicides_-16,Suicides_-15,Suicides_-14,Suicides_-13,Suicides_-12,Suicides_-11,Suicides_-10,Suicides_-9,Suicides_-8,Suicides_-7,Suicides_-6,Suicides_-5,Suicides_-4,Suicides_-3,Suicides_-2,Suicides_-1,Current_Suicides,Suicides_1
NV,2011,ccbackgroundnics,implemented,,,,,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,,,,,103,87,113,116,114,117,134,142,135,103,102,96,91,80,,,,,259,241,219,245,247,249,262,255,270,291,295,289,272,274
NV,2011,ccrenewbackground,implemented,,,,,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,,,,,103,87,113,116,114,117,134,142,135,103,102,96,91,80,,,,,259,241,219,245,247,249,262,255,270,291,295,289,272,274
NV,2011,nosyg,removal,,,,,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,,,,,103,87,113,116,114,117,134,142,135,103,102,96,91,80,,,,,259,241,219,245,247,249,262,255,270,291,295,289,272,274
NV,2015,danger,implemented,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,103,87,113,116,114,117,134,142,135,103,102,96,91,80,83,106,126,145,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,2015,drugmisdemeanor,implemented,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,103,87,113,116,114,117,134,142,135,103,102,96,91,80,83,106,126,145,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,2015,dvro,implemented,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,103,87,113,116,114,117,134,142,135,103,102,96,91,80,83,106,126,145,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,2015,mcdv,implemented,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445,103,87,113,116,114,117,134,142,135,103,102,96,91,80,83,106,126,145,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NY,2000,age21handgunpossess,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,age21handgunsale,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,amm21h,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,assault,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,assaultlist,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,backgroundpurge,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,gunshow,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,gunshowh,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,lockd,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,lockstandards,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,loststolen,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,magazine,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,mentalhealth,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,personalized,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,tenroundlimit,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,traffickingprohibited,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2000,traffickingprohibitedh,implemented,,,,,,,,,,,,,,,,974,1364,1276,,,,,,,,,,,,,,,,512,576,525,,,,,,,,,,,,,,,,432,450,453
NY,2001,microstamp,implemented,,,,,,,,,,,,,,,974,1364,1276,1057,,,,,,,,,,,,,,,512,576,525,528,,,,,,,,,,,,,,,432,450,453,408
NY,2002,personalized,removal,,,,,,,,,,,,,,974,1364,1276,1057,1696,,,,,,,,,,,,,,512,576,525,528,553,,,,,,,,,,,,,,432,450,453,408,412
NY,2008,dvrodating,implemented,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,,,,,,,,512,576,525,528,553,508,502,413,479,462,449,,,,,,,,432,450,453,408,412,401,456,412,434,429,422
NY,2008,dvrosurrenderdating,implemented,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,,,,,,,,512,576,525,528,553,508,502,413,479,462,449,,,,,,,,432,450,453,408,412,401,456,412,434,429,422
NY,2008,expartedating,implemented,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,,,,,,,,512,576,525,528,553,508,502,413,479,462,449,,,,,,,,432,450,453,408,412,401,456,412,434,429,422
NY,2008,expartesurrenderdating,implemented,,,,,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,,,,,,,,512,576,525,528,553,508,502,413,479,462,449,,,,,,,,432,450,453,408,412,401,456,412,434,429,422
NY,2012,microstamp,removal,,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,,,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465
NY,2013,assaultregister,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474
NY,2013,assaulttransfer,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474
NY,2013,magazinepreowned,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474
NY,2013,onefeature,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474
NY,2013,recordsallh,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474
NY,2013,relinquishment,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474
NY,2013,universal,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474
NY,2013,universalh,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474
NY,2013,universalpermit,implemented,,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474
NY,2014,mcdvsurrender,implemented,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,386,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421
NY,2014,mcdvsurrenderdating,implemented,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,386,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421
NY,2014,mcdvsurrendernoconditions,implemented,,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,386,,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421
OH,2001,immunity,removal,,,,,,,,,,,,,,,2327,2170,2717,3105,,,,,,,,,,,,,,,203,184,262,292,,,,,,,,,,,,,,,626,584,671,675
OH,2004,ccbackgroundnics,removal,,,,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,,,,,,,,,,,,203,184,262,292,254,238,303,,,,,,,,,,,,626,584,671,675,572,657,668
OH,2004,danger,implemented,,,,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,,,,,,,,,,,,203,184,262,292,254,238,303,,,,,,,,,,,,626,584,671,675,572,657,668
OH,2004,invcommitment,implemented,,,,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,,,,,,,,,,,,203,184,262,292,254,238,303,,,,,,,,,,,,626,584,671,675,572,657,668
OH,2004,mayissue,removal,,,,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,,,,,,,,,,,,203,184,262,292,254,238,303,,,,,,,,,,,,626,584,671,675,572,657,668
OH,2004,preemption,removal,,,,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,,,,,,,,,,,,203,184,262,292,254,238,303,,,,,,,,,,,,626,584,671,675,572,657,668
OH,2004,showing,removal,,,,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,,,,,,,,,,,,203,184,262,292,254,238,303,,,,,,,,,,,,626,584,671,675,572,657,668
OH,2007,preemptionbroad,removal,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,,,,,,,,,203,184,262,292,254,238,303,328,282,292,,,,,,,,,626,584,671,675,572,657,668,626,659,684
OH,2007,preemptionnarrow,removal,,,,,,,,,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,,,,,,,,,203,184,262,292,254,238,303,328,282,292,,,,,,,,,626,584,671,675,572,657,668,626,659,684
OH,2011,drugmisdemeanor,removal,,,,,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,,,,,203,184,262,292,254,238,303,328,282,292,296,301,336,290,,,,,626,584,671,675,572,657,668,626,659,684,590,724,726,784
OH,2015,ccbackgroundnics,implemented,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339,203,184,262,292,254,238,303,328,282,292,296,301,336,290,306,269,302,425,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OK,2006,nosyg,removal,,,,,,,,,,2013,2078,2173,2109,2071,2159,2546,2477,2239,,,,,,,,,,159,117,122,97,141,119,131,136,148,,,,,,,,,,310,301,324,312,281,312,302,314,315
OK,2012,opencarrypermith,implemented,,,,2013,2078,2173,2109,2071,2159,2546,2477,2239,2464,2449,2347,2089,2202,1950,,,,159,117,122,97,141,119,131,136,148,134,136,124,137,160,134,,,,310,301,324,312,281,312,302,314,315,346,363,376,440,411,433
OK,2013,elementary,removal,,,2013,2078,2173,2109,2071,2159,2546,2477,2239,2464,2449,2347,2089,2202,1950,2044,,,159,117,122,97,141,119,131,136,148,134,136,124,137,160,134,122,,,310,301,324,312,281,312,302,314,315,346,363,376,440,411,433,435
OR,2000,backgroundpurge,implemented,,,,,,,,,,,,,,,,1066,848,689,,,,,,,,,,,,,,,,45,46,41,,,,,,,,,,,,,,,,309,302,280
OR,2000,gunshow,implemented,,,,,,,,,,,,,,,,1066,848,689,,,,,,,,,,,,,,,,45,46,41,,,,,,,,,,,,,,,,309,302,280
OR,2000,gunshowh,implemented,,,,,,,,,,,,,,,,1066,848,689,,,,,,,,,,,,,,,,45,46,41,,,,,,,,,,,,,,,,309,302,280
OR,2000,mentalhealth,implemented,,,,,,,,,,,,,,,,1066,848,689,,,,,,,,,,,,,,,,45,46,41,,,,,,,,,,,,,,,,309,302,280
OR,2000,recordsdealer,implemented,,,,,,,,,,,,,,,,1066,848,689,,,,,,,,,,,,,,,,45,46,41,,,,,,,,,,,,,,,,309,302,280
OR,2000,reportdealer,implemented,,,,,,,,,,,,,,,,1066,848,689,,,,,,,,,,,,,,,,45,46,41,,,,,,,,,,,,,,,,309,302,280
OR,2000,statechecks,implemented,,,,,,,,,,,,,,,,1066,848,689,,,,,,,,,,,,,,,,45,46,41,,,,,,,,,,,,,,,,309,302,280
OR,2000,statechecksh,implemented,,,,,,,,,,,,,,,,1066,848,689,,,,,,,,,,,,,,,,45,46,41,,,,,,,,,,,,,,,,309,302,280
OR,2015,invoutpatient,implemented,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,2015,recordsall,implemented,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,2015,recordsallh,implemented,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,2015,reportall,implemented,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,2015,reportallh,implemented,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,2015,universal,implemented,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,2015,universalh,implemented,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,2015,universalpermit,implemented,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,2015,universalpermith,implemented,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,2016,dvro,implemented,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414,
OR,2016,mcdv,implemented,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904,,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54,,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414,
PA,2000,lockd,implemented,,,,,,,,,,,,,,,,4705,5255,5132,,,,,,,,,,,,,,,,409,424,433,,,,,,,,,,,,,,,,709,756,684
PA,2006,mcdv,implemented,,,,,,,,,,4705,5255,5132,5335,5068,5445,5678,5762,5353,,,,,,,,,,409,424,433,415,435,468,529,578,541,,,,,,,,,,709,756,684,720,724,722,768,734,719
PA,2006,mcdvsurrender,implemented,,,,,,,,,,4705,5255,5132,5335,5068,5445,5678,5762,5353,,,,,,,,,,409,424,433,415,435,468,529,578,541,,,,,,,,,,709,756,684,720,724,722,768,734,719
PA,2006,mcdvsurrendernoconditions,implemented,,,,,,,,,,4705,5255,5132,5335,5068,5445,5678,5762,5353,,,,,,,,,,409,424,433,415,435,468,529,578,541,,,,,,,,,,709,756,684,720,724,722,768,734,719
PA,2008,strawpurchaseh,implemented,,,,,,,,4705,5255,5132,5335,5068,5445,5678,5762,5353,5348,4851,,,,,,,,409,424,433,415,435,468,529,578,541,527,496,,,,,,,,709,756,684,720,724,722,768,734,719,770,825
PA,2011,nosyg,removal,,,,,4705,5255,5132,5335,5068,5445,5678,5762,5353,5348,4851,4984,4675,4817,,,,,409,424,433,415,435,468,529,578,541,527,496,473,491,555,,,,,709,756,684,720,724,722,768,734,719,770,825,762,883,819
RI,2000,lockd,implemented,,,,,,,,,,,,,,,,244,217,256,,,,,,,,,,,,,,,,18,32,18,,,,,,,,,,,,,,,,24,25,17
RI,2014,alcoholism,removal,,244,217,256,271,358,306,225,179,201,304,320,302,156,378,398,290,344,,18,32,18,26,17,15,16,9,9,18,16,17,11,19,15,13,10,,24,25,17,30,11,18,15,16,16,19,39,29,17,17,26,14,26
RI,2014,alctreatment,removal,,244,217,256,271,358,306,225,179,201,304,320,302,156,378,398,290,344,,18,32,18,26,17,15,16,9,9,18,16,17,11,19,15,13,10,,24,25,17,30,11,18,15,16,16,19,39,29,17,17,26,14,26
SC,2000,immunity,removal,,,,,,,,,,,,,,,,2567,1383,2171,,,,,,,,,,,,,,,,182,179,203,,,,,,,,,,,,,,,,287,297,311
SC,2001,recordsdealerh,implemented,,,,,,,,,,,,,,,2567,1383,2171,5247,,,,,,,,,,,,,,,182,179,203,197,,,,,,,,,,,,,,,287,297,311,304
SC,2004,onepermonth,removal,,,,,,,,,,,,2567,1383,2171,5247,5000,5691,5780,,,,,,,,,,,,182,179,203,197,192,195,209,,,,,,,,,,,,287,297,311,304,328,328,314
SC,2005,recordsdealerh,removal,,,,,,,,,,,2567,1383,2171,5247,5000,5691,5780,6071,,,,,,,,,,,182,179,203,197,192,195,209,236,,,,,,,,,,,287,297,311,304,328,328,314,315
SC,2005,reportdealerh,removal,,,,,,,,,,,2567,1383,2171,5247,5000,5691,5780,6071,,,,,,,,,,,182,179,203,197,192,195,209,236,,,,,,,,,,,287,297,311,304,328,328,314,315
SC,2006,nosyg,removal,,,,,,,,,,2567,1383,2171,5247,5000,5691,5780,6071,6058,,,,,,,,,,182,179,203,197,192,195,209,236,233,,,,,,,,,,287,297,311,304,328,328,314,315,311
SC,2008,age21handgunpossess,removal,,,,,,,,2567,1383,2171,5247,5000,5691,5780,6071,6058,5602,5685,,,,,,,,182,179,203,197,192,195,209,236,233,210,199,,,,,,,,287,297,311,304,328,328,314,315,311,343,377
SC,2008,age21handgunsale,removal,,,,,,,,2567,1383,2171,5247,5000,5691,5780,6071,6058,5602,5685,,,,,,,,182,179,203,197,192,195,209,236,233,210,199,,,,,,,,287,297,311,304,328,328,314,315,311,343,377
SC,2012,dealerh,removal,,,,2567,1383,2171,5247,5000,5691,5780,6071,6058,5602,5685,5274,5272,5069,5749,,,,182,179,203,197,192,195,209,236,233,210,199,191,207,239,207,,,,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470
SC,2012,junkgun,removal,,,,2567,1383,2171,5247,5000,5691,5780,6071,6058,5602,5685,5274,5272,5069,5749,,,,182,179,203,197,192,195,209,236,233,210,199,191,207,239,207,,,,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470
SC,2013,danger,implemented,,,2567,1383,2171,5247,5000,5691,5780,6071,6058,5602,5685,5274,5272,5069,5749,5033,,,182,179,203,197,192,195,209,236,233,210,199,191,207,239,207,225,,,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470
SC,2013,invcommitment,implemented,,,2567,1383,2171,5247,5000,5691,5780,6071,6058,5602,5685,5274,5272,5069,5749,5033,,,182,179,203,197,192,195,209,236,233,210,199,191,207,239,207,225,,,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470
SD,2002,ccbackground,implemented,,,,,,,,,,,,,,94,86,67,85,114,,,,,,,,,,,,,,5,1,4,3,4,,,,,,,,,,,,,,52,46,42,45,57
SD,2005,mcdv,implemented,,,,,,,,,,,94,86,67,85,114,75,37,112,,,,,,,,,,,5,1,4,3,4,5,6,1,,,,,,,,,,,52,46,42,45,57,59,67,69
SD,2006,nosyg,removal,,,,,,,,,,94,86,67,85,114,75,37,112,105,,,,,,,,,,5,1,4,3,4,5,6,1,4,,,,,,,,,,52,46,42,45,57,59,67,69,43
SD,2013,elementary,removal,,,94,86,67,85,114,75,37,112,105,112,109,144,151,252,190,213,,,5,1,4,3,4,5,6,1,4,10,8,8,8,5,4,8,,,52,46,42,45,57,59,67,69,43,64,59,65,58,75,68,70
TN,2007,nosyg,removal,,,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,,,,,,,,,246,273,264,282,271,231,298,287,273,248,,,,,,,,,497,501,480,521,493,526,552,569,545,609
TN,2008,felony,implemented,,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,,,,,,,,246,273,264,282,271,231,298,287,273,248,300,,,,,,,,497,501,480,521,493,526,552,569,545,609,574
TN,2009,danger,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235,,,,,,,497,501,480,521,493,526,552,569,545,609,574,585
TN,2009,dvro,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235,,,,,,,497,501,480,521,493,526,552,569,545,609,574,585
TN,2009,dvrosurrender,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235,,,,,,,497,501,480,521,493,526,552,569,545,609,574,585
TN,2009,dvrosurrendernoconditions,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235,,,,,,,497,501,480,521,493,526,552,569,545,609,574,585
TN,2009,invcommitment,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235,,,,,,,497,501,480,521,493,526,552,569,545,609,574,585
TN,2009,invoutpatient,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235,,,,,,,497,501,480,521,493,526,552,569,545,609,574,585
TN,2009,mcdv,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235,,,,,,,497,501,480,521,493,526,552,569,545,609,574,585
TN,2009,mcdvsurrender,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235,,,,,,,497,501,480,521,493,526,552,569,545,609,574,585
TN,2009,mcdvsurrendernoconditions,implemented,,,,,,,6781,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235,,,,,,,497,501,480,521,493,526,552,569,545,609,574,585
TN,2016,collegeconcealed,removal,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,273,264,282,271,231,298,287,273,248,300,235,266,275,240,270,315,375,,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675,
TN,2016,elementary,removal,7817,9149,9231,8799,8809,9972,9754,9645,9381,9154,8231,8555,8635,8295,9425,9855,10924,,273,264,282,271,231,298,287,273,248,300,235,266,275,240,270,315,375,,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675,
TX,2001,dvro,implemented,,,,,,,,,,,,,,,14820,14866,15534,16585,,,,,,,,,,,,,,,727,760,805,809,,,,,,,,,,,,,,,1224,1269,1377,1315
TX,2001,dvrodating,implemented,,,,,,,,,,,,,,,14820,14866,15534,16585,,,,,,,,,,,,,,,727,760,805,809,,,,,,,,,,,,,,,1224,1269,1377,1315
TX,2001,mcdv,implemented,,,,,,,,,,,,,,,14820,14866,15534,16585,,,,,,,,,,,,,,,727,760,805,809,,,,,,,,,,,,,,,1224,1269,1377,1315
TX,2007,nosyg,removal,,,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,,,,,,,,,727,760,805,809,881,877,933,961,986,936,,,,,,,,,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506
TX,2008,exparte,implemented,,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,,,,,,,,727,760,805,809,881,877,933,961,986,936,920,,,,,,,,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583
TX,2008,expartedating,implemented,,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,,,,,,,,727,760,805,809,881,877,933,961,986,936,920,,,,,,,,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583
TX,2009,ccrevoke,implemented,,,,,,,14820,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,,,,,,,727,760,805,809,881,877,933,961,986,936,920,859,,,,,,,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702
TX,2016,collegeconcealed,removal,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,,760,805,809,881,877,933,961,986,936,920,859,748,799,810,846,969,1084,,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016,
TX,2016,opencarryh,removal,14866,15534,16585,16352,16107,17514,17513,17174,17622,17516,15544,13998,15227,15053,14890,18051,21222,,760,805,809,881,877,933,961,986,936,920,859,748,799,810,846,969,1084,,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016,
